226,419 
1534,4781 
9212,9771 
4578,7610 
6126,2089 
1012,3800 
2404,5265 
5243,610 
177,7728 
4186,8763 
4440,5683 
5243,596 
6088,3173 
1459,8075 
9212,9771 
4578,7610 
6126,2089 
1012,3800 
2404,5265 
7106,8349 
177,7728 
4186,8763 
4440,5683 
9193,3649 
6088,3173 
1459,8075 
357,6322 
278,5501 
585,400 
5535,8377 
131,8711 
1278,1205 
5821,1698 
5361,4897 
9296,9261 
9706,9885 
1708,4629 
5228,1774 
1312,3412 
5453,7103 
9460,3596 
1625,5683 
1274,1625 
9136,8670 
3090,5419 
7254,226 
2396,6586 
6187,5721 
4309,3557 
6393,9056 
2955,5277 
63,6719 
2662,7773 
6323,276 
5301,7442 
2390,6279 
8431,1611 
398,9120 
3379,1328 
3806,5511 
7035,8608 
3946,5451 
3001,6611 
1339,6647 
2967,8238 
5498,877 
6957,60 
108,6551 
6279,4808 
1311,2399 
6017,6660 
4065,510 
781,2676 
1054,247 
5425,8297 
2043,2742 
4774,7933 
1823,4107 
9159,144 
2534,5646 
6146,1065 
265,5995 
5610,8412 
2361,5507 
4235,4242 
7966,9216 
5619,2597 
4937,7597 
3038,3803 
6980,5469 
1850,8074 
1640,4310 
3703,2932 
8722,8572 
1407,3684 
8914,2271 
5840,3633 
880,2090 
2009,6012 
5787,7098 
3781,8960 
4683,6789 
4755,8026 
2421,8474 
5354,775 
1089,468 
1204,2881 
8174,9342 
3119,9988 
818,8688 
7822,8589 
1390,5409 
4001,1198 
3544,5452 
8453,774 
1741,6599 
9593,9555 
3281,6188 
8457,9067 
862,8666 
5041,8123 
1371,7902 
1905,6193 
9705,9895 
485,2076 
31,1748 
6217,2041 
7673,661 
8589,5157 
3177,6308 
7363,3851 
7652,2863 
379,6642 
5970,9038 
9711,6076 
5924,6325 
8563,8827 
3578,3960 
7774,9799 
5168,2708 
3018,8107 
5447,3087 
854,7474 
2536,3141 
8645,8405 
9653,5170 
8360,7371 
9822,747 
1454,6014 
9716,3125 
231,376 
1325,9779 
2323,3449 
8134,2304 
9095,1895 
9207,1102 
7017,625 
7817,5376 
2887,9887 
9158,5126 
3524,4573 
9189,457 
7767,3178 
9776,6811 
26,2220 
292,7809 
7535,7021 
8430,1435 
3790,9509 
1163,7971 
8138,7493 
3732,2111 
1027,6154 
8605,7195 
2176,92 
5251,8342 
1402,8857 
214,6419 
2591,9055 
9272,4109 
8898,3255 
9450,5940 
7511,6847 
9226,419 
1534,4781 
9212,9771 
4578,7610 
6126,2089 
1012,3800 
2404,5265 
7106,8349 
177,7728 
4186,8763 
4440,5683 
9193,3649 
6088,3173 
1459,8075 
357,6322 
278,5501 
585,400 
5535,8377 
131,8711 
1278,1205 
5821,1698 
5361,4897 
9296,9261 
9706,9885 
1708,4629 
5228,1774 
1312,3412 
5453,7103 
9460,3596 
1625,5683 
1274,1625 
